internal_drug_id,source_dataset,source_drug_id,mapping_confidence
DRUG_001046,drugbank,DB01330,unmapped
DRUG_001047,drugbank,DB01331,unmapped
DRUG_001048,drugbank,DB01332,unmapped
DRUG_001049,drugbank,DB01333,MEDIUM_CANONICAL
DRUG_001049,twosides,CID000002673,MEDIUM_CANONICAL
DRUG_001050,drugbank,DB01336,unmapped
DRUG_001051,drugbank,DB01337,MEDIUM_CANONICAL
DRUG_001051,twosides,CID000004675,MEDIUM_CANONICAL
DRUG_001052,drugbank,DB01338,unmapped
DRUG_001053,drugbank,DB01339,MEDIUM_CANONICAL
DRUG_001053,twosides,CID000039765,MEDIUM_CANONICAL
DRUG_001054,drugbank,DB01340,unmapped
DRUG_001055,drugbank,DB01345,unmapped
DRUG_001056,drugbank,DB01348,unmapped
DRUG_001057,drugbank,DB01349,unmapped
DRUG_001058,drugbank,DB01351,unmapped
DRUG_001059,drugbank,DB01353,unmapped
DRUG_001060,drugbank,DB01355,unmapped
DRUG_001061,drugbank,DB01356,unmapped
DRUG_001062,drugbank,DB01357,unmapped
DRUG_001063,drugbank,DB01359,unmapped
DRUG_001064,drugbank,DB01362,HIGH_EXACT
DRUG_001064,twosides,CID000003730,HIGH_EXACT
DRUG_001065,drugbank,DB01364,unmapped
DRUG_001066,drugbank,DB01365,unmapped
DRUG_001067,drugbank,DB01366,unmapped
DRUG_001068,drugbank,DB01367,MEDIUM_CANONICAL
DRUG_001068,twosides,CID000122316,MEDIUM_CANONICAL
DRUG_001069,drugbank,DB01369,unmapped
DRUG_001070,drugbank,DB01370,unmapped
DRUG_001071,drugbank,DB01377,unmapped
DRUG_001072,drugbank,DB01378,unmapped
DRUG_001073,drugbank,DB01380,unmapped
DRUG_001074,drugbank,DB01384,unmapped
DRUG_001075,drugbank,DB01390,HIGH_EXACT
DRUG_001075,twosides,CID000008953,HIGH_EXACT
DRUG_001076,drugbank,DB01392,unmapped
DRUG_001077,drugbank,DB01393,unmapped
DRUG_001078,drugbank,DB01394,unmapped
DRUG_001079,drugbank,DB01395,unmapped
DRUG_001080,drugbank,DB01396,unmapped
DRUG_001081,drugbank,DB01397,unmapped
DRUG_001082,drugbank,DB01399,unmapped
DRUG_001083,drugbank,DB01400,unmapped
DRUG_001084,drugbank,DB01401,unmapped
DRUG_001085,drugbank,DB01403,unmapped
DRUG_001086,drugbank,DB01406,MEDIUM_CANONICAL
DRUG_001086,twosides,CID000002949,MEDIUM_CANONICAL
DRUG_001087,drugbank,DB01407,unmapped
DRUG_001088,drugbank,DB01408,unmapped
DRUG_001089,drugbank,DB01409,MEDIUM_CANONICAL
DRUG_001089,twosides,CID000060831,MEDIUM_CANONICAL
DRUG_001090,drugbank,DB01410,MEDIUM_CANONICAL
DRUG_001090,twosides,CID000444033,MEDIUM_CANONICAL
DRUG_001091,drugbank,DB01411,unmapped
DRUG_001092,drugbank,DB01412,unmapped
DRUG_001093,drugbank,DB01413,MEDIUM_CANONICAL
DRUG_001093,twosides,CID000002622,MEDIUM_CANONICAL
DRUG_001094,drugbank,DB01414,unmapped
DRUG_001095,drugbank,DB01415,unmapped
DRUG_001096,drugbank,DB01416,MEDIUM_CANONICAL
DRUG_001096,twosides,CID000054547,MEDIUM_CANONICAL
DRUG_001097,drugbank,DB01418,unmapped
DRUG_001098,drugbank,DB01420,unmapped
DRUG_001099,drugbank,DB01421,unmapped
DRUG_001100,drugbank,DB01422,unmapped
DRUG_001101,drugbank,DB01423,unmapped
DRUG_001102,drugbank,DB01424,unmapped
DRUG_001103,drugbank,DB01426,unmapped
DRUG_001104,drugbank,DB01427,unmapped
DRUG_001105,drugbank,DB01429,unmapped
DRUG_001106,drugbank,DB01431,unmapped
DRUG_001107,drugbank,DB01433,unmapped
DRUG_001108,drugbank,DB01435,unmapped
DRUG_001109,drugbank,DB01436,unmapped
DRUG_001110,drugbank,DB01437,unmapped
DRUG_001111,drugbank,DB01438,unmapped
DRUG_001112,drugbank,DB01440,unmapped
DRUG_001113,drugbank,DB01452,unmapped
DRUG_001114,drugbank,DB01463,unmapped
DRUG_001115,drugbank,DB01466,unmapped
DRUG_001116,drugbank,DB01489,unmapped
DRUG_001117,drugbank,DB01501,unmapped
DRUG_001118,drugbank,DB01511,unmapped
DRUG_001119,drugbank,DB01544,unmapped
DRUG_001120,drugbank,DB01545,unmapped
DRUG_001121,drugbank,DB01551,unmapped
DRUG_001122,drugbank,DB01553,unmapped
DRUG_001123,drugbank,DB01558,unmapped
DRUG_001124,drugbank,DB01559,unmapped
DRUG_001125,drugbank,DB01563,unmapped
DRUG_001126,drugbank,DB01567,unmapped
DRUG_001127,drugbank,DB01575,unmapped
DRUG_001128,drugbank,DB01577,MEDIUM_CANONICAL
DRUG_001128,twosides,CID000001206,MEDIUM_CANONICAL
DRUG_001129,drugbank,DB01578,unmapped
DRUG_001130,drugbank,DB01579,unmapped
DRUG_001131,drugbank,DB01580,unmapped
DRUG_001132,drugbank,DB01581,unmapped
DRUG_001133,drugbank,DB01582,unmapped
DRUG_001134,drugbank,DB01583,unmapped
DRUG_001135,drugbank,DB01586,ambiguous
DRUG_001136,drugbank,DB06777,ambiguous
DRUG_001137,twosides,CID000005645,ambiguous
DRUG_001138,drugbank,DB01587,unmapped
DRUG_001139,drugbank,DB01588,unmapped
DRUG_001140,drugbank,DB01589,HIGH_EXACT
DRUG_001140,twosides,CID000004999,HIGH_EXACT
DRUG_001141,drugbank,DB01590,unmapped
DRUG_001142,drugbank,DB01591,MEDIUM_CANONICAL
DRUG_001142,twosides,CID000154059,MEDIUM_CANONICAL
DRUG_001143,drugbank,DB01592,unmapped
DRUG_001144,drugbank,DB01595,HIGH_EXACT
DRUG_001144,twosides,CID000004506,HIGH_EXACT
DRUG_001145,drugbank,DB01597,unmapped
DRUG_001146,drugbank,DB01598,unmapped
DRUG_001147,drugbank,DB01599,unmapped
DRUG_001148,drugbank,DB01600,unmapped
DRUG_001149,drugbank,DB01601,unmapped
DRUG_001150,drugbank,DB01602,unmapped
DRUG_001151,drugbank,DB01603,unmapped
DRUG_001152,drugbank,DB01604,unmapped
DRUG_001153,drugbank,DB01605,unmapped
DRUG_001154,drugbank,DB01606,unmapped
DRUG_001155,drugbank,DB01607,unmapped
DRUG_001156,drugbank,DB01608,unmapped
DRUG_001157,drugbank,DB01609,unmapped
DRUG_001158,drugbank,DB01610,MEDIUM_CANONICAL
DRUG_001158,twosides,CID000064147,MEDIUM_CANONICAL
DRUG_001159,drugbank,DB01611,HIGH_EXACT
DRUG_001159,twosides,CID000003652,HIGH_EXACT
DRUG_001160,drugbank,DB01612,unmapped
DRUG_001161,drugbank,DB01613,unmapped
DRUG_001162,drugbank,DB01614,unmapped
DRUG_001163,drugbank,DB01615,unmapped
DRUG_001164,drugbank,DB01618,unmapped
DRUG_001165,drugbank,DB01619,unmapped
DRUG_001166,drugbank,DB01620,unmapped
DRUG_001167,drugbank,DB01621,unmapped
DRUG_001168,drugbank,DB01622,unmapped
DRUG_001169,drugbank,DB01623,MEDIUM_CANONICAL
DRUG_001169,twosides,CID000005454,MEDIUM_CANONICAL
DRUG_001170,drugbank,DB01624,unmapped
DRUG_001171,drugbank,DB01626,unmapped
DRUG_001172,drugbank,DB01627,MEDIUM_CANONICAL
DRUG_001172,twosides,CID000003928,MEDIUM_CANONICAL
DRUG_001173,drugbank,DB01628,unmapped
DRUG_001174,drugbank,DB01656,unmapped
DRUG_001175,drugbank,DB01685,unmapped
DRUG_001176,drugbank,DB01708,unmapped
DRUG_001177,drugbank,DB01764,unmapped
DRUG_001178,drugbank,DB01878,unmapped
DRUG_001179,drugbank,DB02187,unmapped
DRUG_001180,drugbank,DB02300,MEDIUM_CANONICAL
DRUG_001180,twosides,CID000002522,MEDIUM_CANONICAL
DRUG_001181,drugbank,DB02513,unmapped
DRUG_001182,drugbank,DB02546,unmapped
DRUG_001183,drugbank,DB02638,unmapped
DRUG_001184,drugbank,DB02659,unmapped
DRUG_001185,drugbank,DB02701,unmapped
DRUG_001186,drugbank,DB02703,unmapped
DRUG_001187,drugbank,DB02709,unmapped
DRUG_001188,drugbank,DB02959,unmapped
DRUG_001189,drugbank,DB03128,unmapped
DRUG_001190,drugbank,DB03585,unmapped
DRUG_001191,drugbank,DB03615,unmapped
DRUG_001192,drugbank,DB03619,unmapped
DRUG_001193,drugbank,DB03754,unmapped
DRUG_001194,drugbank,DB03756,unmapped
DRUG_001195,drugbank,DB03793,unmapped
DRUG_001196,drugbank,DB03796,unmapped
DRUG_001197,drugbank,DB04272,unmapped
DRUG_001198,drugbank,DB04339,unmapped
DRUG_001199,drugbank,DB04398,unmapped
DRUG_001200,drugbank,DB04552,unmapped
DRUG_001201,drugbank,DB04570,unmapped
DRUG_001202,drugbank,DB04571,unmapped
DRUG_001203,drugbank,DB04572,HIGH_EXACT
DRUG_001203,twosides,CID000005453,HIGH_EXACT
DRUG_001204,drugbank,DB04573,unmapped
DRUG_001205,drugbank,DB04574,unmapped
DRUG_001206,drugbank,DB04575,unmapped
DRUG_001207,drugbank,DB04576,unmapped
DRUG_001208,drugbank,DB04711,unmapped
DRUG_001209,drugbank,DB04743,unmapped
DRUG_001210,drugbank,DB04786,unmapped
DRUG_001211,drugbank,DB04794,unmapped
DRUG_001212,drugbank,DB04835,unmapped
DRUG_001213,drugbank,DB04839,unmapped
DRUG_001214,drugbank,DB04840,unmapped
DRUG_001215,drugbank,DB04841,unmapped
DRUG_001216,drugbank,DB04842,unmapped
DRUG_001217,drugbank,DB04844,unmapped
DRUG_001218,drugbank,DB04845,unmapped
DRUG_001219,drugbank,DB04846,unmapped
DRUG_001220,drugbank,DB04854,unmapped
DRUG_001221,drugbank,DB04855,unmapped
DRUG_001222,drugbank,DB04861,unmapped
DRUG_001223,drugbank,DB04865,unmapped
DRUG_001224,drugbank,DB04868,unmapped
DRUG_001225,drugbank,DB04871,unmapped
DRUG_001226,drugbank,DB04876,unmapped
DRUG_001227,drugbank,DB04878,unmapped
DRUG_001228,drugbank,DB04894,unmapped
DRUG_001229,drugbank,DB04896,unmapped
DRUG_001230,drugbank,DB04898,unmapped
DRUG_001231,drugbank,DB04908,unmapped
DRUG_001232,drugbank,DB04911,unmapped
DRUG_001233,drugbank,DB04918,unmapped
DRUG_001234,drugbank,DB04920,unmapped
DRUG_001235,drugbank,DB04930,unmapped
DRUG_001236,drugbank,DB04938,unmapped
DRUG_001237,drugbank,DB04946,unmapped
DRUG_001238,drugbank,DB04948,unmapped
DRUG_001239,drugbank,DB04951,unmapped
DRUG_001240,drugbank,DB04953,unmapped
DRUG_001241,drugbank,DB04967,unmapped
DRUG_001242,drugbank,DB05015,unmapped
DRUG_001243,drugbank,DB05039,unmapped
DRUG_001244,drugbank,DB05109,unmapped
DRUG_001245,drugbank,DB05219,unmapped
DRUG_001246,drugbank,DB05239,unmapped
DRUG_001247,drugbank,DB05245,unmapped
DRUG_001248,drugbank,DB05246,unmapped
DRUG_001249,drugbank,DB05260,unmapped
DRUG_001250,drugbank,DB05265,unmapped
DRUG_001251,drugbank,DB05266,unmapped
DRUG_001252,drugbank,DB05271,MEDIUM_CANONICAL
DRUG_001252,twosides,CID000057537,MEDIUM_CANONICAL
DRUG_001253,drugbank,DB05294,unmapped
DRUG_001254,drugbank,DB05316,unmapped
DRUG_001255,drugbank,DB05381,unmapped
DRUG_001256,drugbank,DB05521,unmapped
DRUG_001257,drugbank,DB05528,unmapped
DRUG_001258,drugbank,DB05541,unmapped
DRUG_001259,drugbank,DB05630,unmapped
DRUG_001260,drugbank,DB05676,unmapped
DRUG_001261,drugbank,DB05812,unmapped
DRUG_001262,drugbank,DB05990,unmapped
DRUG_001263,drugbank,DB06016,unmapped
DRUG_001264,drugbank,DB06144,unmapped
DRUG_001265,drugbank,DB06145,unmapped
DRUG_001266,drugbank,DB06147,unmapped
DRUG_001267,drugbank,DB06148,unmapped
DRUG_001268,drugbank,DB06150,unmapped
DRUG_001269,drugbank,DB06152,unmapped
DRUG_001270,drugbank,DB06153,unmapped
DRUG_001271,drugbank,DB06154,unmapped
DRUG_001272,drugbank,DB06155,unmapped
DRUG_001273,drugbank,DB06176,unmapped
DRUG_001274,drugbank,DB06193,unmapped
DRUG_001275,drugbank,DB06196,unmapped
DRUG_001276,drugbank,DB06201,unmapped
DRUG_001277,drugbank,DB06202,unmapped
DRUG_001278,drugbank,DB06203,unmapped
DRUG_001279,drugbank,DB06204,unmapped
DRUG_001280,drugbank,DB06206,unmapped
DRUG_001281,drugbank,DB06207,unmapped
DRUG_001282,drugbank,DB06209,unmapped
DRUG_001283,drugbank,DB06210,unmapped
DRUG_001284,drugbank,DB06211,unmapped
DRUG_001285,drugbank,DB06212,unmapped
DRUG_001286,drugbank,DB06213,unmapped
DRUG_001287,drugbank,DB06216,unmapped
DRUG_001288,drugbank,DB06217,unmapped
DRUG_001289,drugbank,DB06218,unmapped
DRUG_001290,drugbank,DB06228,unmapped
DRUG_001291,drugbank,DB06237,unmapped
DRUG_001292,drugbank,DB06243,unmapped
DRUG_001293,drugbank,DB06261,unmapped
DRUG_001294,drugbank,DB06262,unmapped
DRUG_001295,drugbank,DB06263,unmapped
DRUG_001296,drugbank,DB06264,unmapped
DRUG_001297,drugbank,DB06267,unmapped
DRUG_001298,drugbank,DB06268,unmapped
DRUG_001299,drugbank,DB06274,unmapped
DRUG_001300,drugbank,DB06287,unmapped
DRUG_001301,drugbank,DB06288,unmapped
DRUG_001302,drugbank,DB06290,unmapped
DRUG_001303,drugbank,DB06292,unmapped
DRUG_001304,drugbank,DB06335,unmapped
DRUG_001305,drugbank,DB06401,unmapped
DRUG_001306,drugbank,DB06402,unmapped
DRUG_001307,drugbank,DB06403,MEDIUM_CANONICAL
DRUG_001307,twosides,CID000197712,MEDIUM_CANONICAL
DRUG_001308,drugbank,DB06410,unmapped
DRUG_001309,drugbank,DB06412,unmapped
DRUG_001310,drugbank,DB06414,unmapped
DRUG_001311,drugbank,DB06441,unmapped
DRUG_001312,drugbank,DB06480,unmapped
DRUG_001313,drugbank,DB06589,unmapped
DRUG_001314,drugbank,DB06594,unmapped
DRUG_001315,drugbank,DB06595,unmapped
DRUG_001316,drugbank,DB06603,unmapped
DRUG_001317,drugbank,DB06605,unmapped
DRUG_001318,drugbank,DB06616,unmapped
DRUG_001319,drugbank,DB06626,unmapped
DRUG_001320,drugbank,DB06636,unmapped
DRUG_001321,drugbank,DB06637,unmapped
DRUG_001322,drugbank,DB06654,unmapped
DRUG_001323,drugbank,DB06663,unmapped
DRUG_001324,drugbank,DB06684,unmapped
DRUG_001325,drugbank,DB06689,unmapped
DRUG_001326,drugbank,DB06690,unmapped
DRUG_001327,drugbank,DB06691,unmapped
DRUG_001328,drugbank,DB06694,unmapped
DRUG_001329,drugbank,DB06695,unmapped
DRUG_001330,drugbank,DB06696,unmapped
DRUG_001331,drugbank,DB06697,unmapped
DRUG_001332,drugbank,DB06698,unmapped
DRUG_001333,drugbank,DB06699,unmapped
DRUG_001334,drugbank,DB06700,HIGH_EXACT
DRUG_001334,twosides,CID000125017,HIGH_EXACT
DRUG_001335,drugbank,DB06702,unmapped
DRUG_001336,drugbank,DB06704,unmapped
DRUG_001337,drugbank,DB06706,unmapped
DRUG_001338,drugbank,DB06707,unmapped
DRUG_001339,drugbank,DB06708,unmapped
DRUG_001340,drugbank,DB06709,unmapped
DRUG_001341,drugbank,DB06710,unmapped
DRUG_001342,drugbank,DB06711,unmapped
DRUG_001343,drugbank,DB06712,unmapped
DRUG_001344,drugbank,DB06713,unmapped
DRUG_001345,drugbank,DB06715,unmapped
DRUG_001346,drugbank,DB06716,unmapped
DRUG_001347,drugbank,DB06717,unmapped
DRUG_001348,drugbank,DB06718,unmapped
DRUG_001349,drugbank,DB06723,unmapped
DRUG_001350,drugbank,DB06724,unmapped
DRUG_001351,drugbank,DB06725,unmapped
DRUG_001352,drugbank,DB06729,unmapped
DRUG_001353,drugbank,DB06730,unmapped
DRUG_001354,drugbank,DB06736,unmapped
DRUG_001355,drugbank,DB06737,unmapped
DRUG_001356,drugbank,DB06738,unmapped
DRUG_001357,drugbank,DB06739,unmapped
DRUG_001358,drugbank,DB06742,unmapped
DRUG_001359,drugbank,DB06764,unmapped
DRUG_001360,drugbank,DB06766,unmapped
DRUG_001361,drugbank,DB06767,unmapped
DRUG_001362,drugbank,DB06769,unmapped
DRUG_001363,drugbank,DB06770,unmapped
DRUG_001364,drugbank,DB06771,unmapped
DRUG_001365,drugbank,DB06772,unmapped
DRUG_001366,drugbank,DB06774,unmapped
DRUG_001367,drugbank,DB06781,unmapped
DRUG_001368,drugbank,DB06782,unmapped
DRUG_001369,drugbank,DB06786,unmapped
DRUG_001370,drugbank,DB06788,unmapped
DRUG_001371,drugbank,DB06789,unmapped
DRUG_001372,drugbank,DB06791,unmapped
DRUG_001373,drugbank,DB06792,unmapped
DRUG_001374,drugbank,DB06794,unmapped
DRUG_001375,drugbank,DB06795,unmapped
DRUG_001376,drugbank,DB06799,unmapped
DRUG_001377,drugbank,DB06800,unmapped
DRUG_001378,drugbank,DB06802,unmapped
DRUG_001379,drugbank,DB06803,unmapped
DRUG_001380,drugbank,DB06804,unmapped
DRUG_001381,drugbank,DB06810,unmapped
DRUG_001382,drugbank,DB06813,unmapped
DRUG_001383,drugbank,DB06816,unmapped
DRUG_001384,drugbank,DB06817,unmapped
DRUG_001385,drugbank,DB06819,unmapped
DRUG_001386,drugbank,DB06820,unmapped
DRUG_001387,drugbank,DB06824,unmapped
DRUG_001388,drugbank,DB06825,unmapped
DRUG_001389,drugbank,DB06826,unmapped
DRUG_001390,drugbank,DB06827,unmapped
DRUG_001391,drugbank,DB07615,unmapped
DRUG_001392,drugbank,DB08439,unmapped
DRUG_001393,drugbank,DB08795,unmapped
DRUG_001394,drugbank,DB08796,unmapped
DRUG_001395,drugbank,DB08797,unmapped
DRUG_001396,drugbank,DB08798,unmapped
DRUG_001397,drugbank,DB08799,unmapped
DRUG_001398,drugbank,DB08800,unmapped
DRUG_001399,drugbank,DB08801,unmapped
DRUG_001400,drugbank,DB08802,unmapped
DRUG_001401,drugbank,DB08804,unmapped
DRUG_001402,drugbank,DB08806,unmapped
DRUG_001403,drugbank,DB08807,unmapped
DRUG_001404,drugbank,DB08808,unmapped
DRUG_001405,drugbank,DB08811,unmapped
DRUG_001406,drugbank,DB08814,unmapped
DRUG_001407,drugbank,DB08815,unmapped
DRUG_001408,drugbank,DB08816,unmapped
DRUG_001409,drugbank,DB08819,unmapped
DRUG_001410,drugbank,DB08820,unmapped
DRUG_001411,drugbank,DB08822,unmapped
DRUG_001412,drugbank,DB08824,unmapped
DRUG_001413,drugbank,DB08826,unmapped
DRUG_001414,drugbank,DB08827,unmapped
DRUG_001415,drugbank,DB08828,unmapped
DRUG_001416,drugbank,DB08860,unmapped
DRUG_001417,drugbank,DB08864,unmapped
DRUG_001418,drugbank,DB08865,unmapped
DRUG_001419,drugbank,DB08867,unmapped
DRUG_001420,drugbank,DB08868,unmapped
DRUG_001421,drugbank,DB08869,unmapped
DRUG_001422,drugbank,DB08871,unmapped
DRUG_001423,drugbank,DB08872,unmapped
DRUG_001424,drugbank,DB08873,unmapped
DRUG_001425,drugbank,DB08874,unmapped
DRUG_001426,drugbank,DB08875,unmapped
DRUG_001427,drugbank,DB08877,unmapped
DRUG_001428,drugbank,DB08880,unmapped
DRUG_001429,drugbank,DB08881,unmapped
DRUG_001430,drugbank,DB08882,unmapped
DRUG_001431,drugbank,DB08883,unmapped
DRUG_001432,drugbank,DB08884,unmapped
DRUG_001433,drugbank,DB08887,unmapped
DRUG_001434,drugbank,DB08889,unmapped
DRUG_001435,drugbank,DB08893,unmapped
DRUG_001436,drugbank,DB08895,unmapped
DRUG_001437,drugbank,DB08896,unmapped
DRUG_001438,drugbank,DB08897,unmapped
DRUG_001439,drugbank,DB08899,unmapped
DRUG_001440,drugbank,DB08901,unmapped
DRUG_001441,drugbank,DB08903,unmapped
DRUG_001442,drugbank,DB08905,unmapped
DRUG_001443,drugbank,DB08906,unmapped
DRUG_001444,drugbank,DB08907,unmapped
DRUG_001445,drugbank,DB08908,unmapped
DRUG_001446,drugbank,DB08909,unmapped
DRUG_001447,drugbank,DB08910,unmapped
DRUG_001448,drugbank,DB08911,unmapped
DRUG_001449,drugbank,DB08912,unmapped
DRUG_001450,drugbank,DB08913,unmapped
DRUG_001451,drugbank,DB08916,unmapped
DRUG_001452,drugbank,DB08918,unmapped
DRUG_001453,drugbank,DB08922,unmapped
DRUG_001454,drugbank,DB08930,unmapped
DRUG_001455,drugbank,DB08931,unmapped
DRUG_001456,drugbank,DB08932,unmapped
DRUG_001457,drugbank,DB08933,unmapped
DRUG_001458,drugbank,DB08934,unmapped
DRUG_001459,drugbank,DB08938,unmapped
DRUG_001460,drugbank,DB08941,unmapped
DRUG_001461,drugbank,DB08943,unmapped
DRUG_001462,drugbank,DB08947,MEDIUM_CANONICAL
DRUG_001462,twosides,CID000003734,MEDIUM_CANONICAL
DRUG_001463,drugbank,DB08954,unmapped
DRUG_001464,drugbank,DB08957,unmapped
DRUG_001465,drugbank,DB08958,unmapped
DRUG_001466,drugbank,DB08964,unmapped
DRUG_001467,drugbank,DB08965,unmapped
DRUG_001468,drugbank,DB08967,unmapped
DRUG_001469,drugbank,DB08970,unmapped
DRUG_001470,drugbank,DB08971,unmapped
DRUG_001471,drugbank,DB08974,unmapped
DRUG_001472,drugbank,DB08976,unmapped
DRUG_001473,drugbank,DB08981,unmapped
DRUG_001474,drugbank,DB08983,unmapped
DRUG_001475,drugbank,DB08984,unmapped
DRUG_001476,drugbank,DB08987,unmapped
DRUG_001477,drugbank,DB08991,unmapped
DRUG_001478,drugbank,DB08992,unmapped
DRUG_001479,drugbank,DB08993,unmapped
DRUG_001480,drugbank,DB08994,unmapped
DRUG_001481,drugbank,DB08996,unmapped
DRUG_001482,drugbank,DB09000,unmapped
DRUG_001483,drugbank,DB09008,unmapped
DRUG_001484,drugbank,DB09009,unmapped
DRUG_001485,drugbank,DB09014,unmapped
DRUG_001486,drugbank,DB09015,unmapped
DRUG_001487,drugbank,DB09017,unmapped
DRUG_001488,drugbank,DB09018,unmapped
DRUG_001489,drugbank,DB09020,unmapped
DRUG_001490,drugbank,DB09021,unmapped
DRUG_001491,drugbank,DB09026,MEDIUM_CANONICAL
DRUG_001491,twosides,CID005493444,MEDIUM_CANONICAL
DRUG_001492,drugbank,DB09027,unmapped
DRUG_001493,drugbank,DB09030,unmapped
DRUG_001494,drugbank,DB09031,unmapped
DRUG_001495,drugbank,DB09034,unmapped
DRUG_001496,drugbank,DB09038,unmapped
DRUG_001497,drugbank,DB09039,unmapped
DRUG_001498,drugbank,DB09040,unmapped
DRUG_001499,drugbank,DB09041,unmapped
DRUG_001500,drugbank,DB09042,unmapped
DRUG_001501,drugbank,DB09047,unmapped
DRUG_001502,drugbank,DB09048,unmapped
DRUG_001503,drugbank,DB09049,unmapped
DRUG_001504,drugbank,DB09053,unmapped
DRUG_001505,drugbank,DB09054,unmapped
DRUG_001506,drugbank,DB09055,unmapped
DRUG_001507,drugbank,DB09060,unmapped
DRUG_001508,drugbank,DB09061,unmapped
DRUG_001509,drugbank,DB09063,unmapped
DRUG_001510,drugbank,DB09065,unmapped
DRUG_001511,drugbank,DB09067,unmapped
DRUG_001512,drugbank,DB09068,unmapped
DRUG_001513,drugbank,DB09069,unmapped
DRUG_001514,drugbank,DB09070,unmapped
DRUG_001515,drugbank,DB09071,unmapped
DRUG_001516,drugbank,DB09072,unmapped
DRUG_001517,drugbank,DB09073,unmapped
DRUG_001518,drugbank,DB09074,unmapped
DRUG_001519,drugbank,DB09075,unmapped
DRUG_001520,drugbank,DB09076,unmapped
DRUG_001521,drugbank,DB09078,unmapped
DRUG_001522,drugbank,DB09079,unmapped
DRUG_001523,drugbank,DB09080,unmapped
DRUG_001524,drugbank,DB09082,unmapped
DRUG_001525,drugbank,DB09083,unmapped
DRUG_001526,drugbank,DB09084,unmapped
DRUG_001527,drugbank,DB09085,unmapped
DRUG_001528,drugbank,DB09087,unmapped
DRUG_001529,drugbank,DB09090,unmapped
DRUG_001530,drugbank,DB09091,unmapped
DRUG_001531,drugbank,DB09093,unmapped
DRUG_001532,drugbank,DB09094,unmapped
DRUG_001533,drugbank,DB09095,unmapped
DRUG_001534,drugbank,DB09096,unmapped
DRUG_001535,drugbank,DB09097,unmapped
DRUG_001536,drugbank,DB09099,unmapped
DRUG_001537,drugbank,DB09101,unmapped
DRUG_001538,drugbank,DB09102,unmapped
DRUG_001539,drugbank,DB09104,unmapped
DRUG_001540,drugbank,DB09112,unmapped
DRUG_001541,drugbank,DB09117,unmapped
DRUG_001542,drugbank,DB09118,unmapped
DRUG_001543,drugbank,DB09119,unmapped
DRUG_001544,drugbank,DB09120,unmapped
DRUG_001545,drugbank,DB09123,unmapped
DRUG_001546,drugbank,DB09124,unmapped
DRUG_001547,drugbank,DB09125,unmapped
DRUG_001548,drugbank,DB09128,unmapped
DRUG_001549,drugbank,DB09130,unmapped
DRUG_001550,drugbank,DB09134,HIGH_EXACT
DRUG_001550,twosides,CID000003741,HIGH_EXACT
DRUG_001551,drugbank,DB09135,unmapped
DRUG_001552,drugbank,DB09137,unmapped
DRUG_001553,drugbank,DB09138,unmapped
DRUG_001554,drugbank,DB09143,unmapped
DRUG_001555,drugbank,DB09146,unmapped
DRUG_001556,drugbank,DB09147,unmapped
DRUG_001557,drugbank,DB09153,HIGH_EXACT
DRUG_001557,twosides,CID000005234,HIGH_EXACT
DRUG_001558,drugbank,DB09154,unmapped
DRUG_001559,drugbank,DB09156,HIGH_EXACT
DRUG_001559,twosides,CID000003736,HIGH_EXACT
DRUG_001560,drugbank,DB09161,unmapped
DRUG_001561,drugbank,DB09162,unmapped
DRUG_001562,drugbank,DB09166,unmapped
DRUG_001563,drugbank,DB09167,unmapped
DRUG_001564,drugbank,DB09183,unmapped
DRUG_001565,drugbank,DB09185,unmapped
DRUG_001566,drugbank,DB09198,unmapped
DRUG_001567,drugbank,DB09204,unmapped
DRUG_001568,drugbank,DB09209,unmapped
DRUG_001569,drugbank,DB09210,unmapped
DRUG_001570,drugbank,DB09211,unmapped
DRUG_001571,drugbank,DB09212,unmapped
DRUG_001572,drugbank,DB09215,unmapped
DRUG_001573,drugbank,DB09216,unmapped
DRUG_001574,drugbank,DB09218,unmapped
DRUG_001575,drugbank,DB09220,unmapped
DRUG_001576,drugbank,DB09221,unmapped
DRUG_001577,drugbank,DB09223,unmapped
DRUG_001578,drugbank,DB09224,unmapped
DRUG_001579,drugbank,DB09225,unmapped
DRUG_001580,drugbank,DB09227,unmapped
DRUG_001581,drugbank,DB09230,unmapped
DRUG_001582,drugbank,DB09231,unmapped
DRUG_001583,drugbank,DB09232,unmapped
DRUG_001584,drugbank,DB09235,unmapped
DRUG_001585,drugbank,DB09236,unmapped
DRUG_001586,drugbank,DB09238,unmapped
DRUG_001587,drugbank,DB09241,unmapped
DRUG_001588,drugbank,DB09242,unmapped
DRUG_001589,drugbank,DB09244,unmapped
DRUG_001590,drugbank,DB09245,unmapped
DRUG_001591,drugbank,DB09256,unmapped
DRUG_001592,drugbank,DB09257,unmapped
DRUG_001593,drugbank,DB09262,unmapped
DRUG_001594,drugbank,DB09265,unmapped
DRUG_001595,drugbank,DB09267,unmapped
DRUG_001596,drugbank,DB09268,unmapped
DRUG_001597,drugbank,DB09269,unmapped
DRUG_001598,drugbank,DB09270,unmapped
DRUG_001599,drugbank,DB09272,unmapped
DRUG_001600,drugbank,DB09273,unmapped
DRUG_001601,drugbank,DB09274,unmapped
DRUG_001602,drugbank,DB09275,unmapped
DRUG_001603,drugbank,DB09276,unmapped
DRUG_001604,drugbank,DB09277,unmapped
