internal_drug_id,source_dataset,source_drug_id,rxcui,mapping_status
DRUG_000920,twosides,CID000072938,138099,HIGH_EXACT
DRUG_000921,drugbank,DB01156,42347,HIGH_EXACT
DRUG_000921,twosides,CID000000444,42347,HIGH_EXACT
DRUG_000922,drugbank,DB01157,42333,HIGH_EXACT
DRUG_000923,drugbank,DB01158,19685,HIGH_EXACT
DRUG_000924,drugbank,DB01159,5095,HIGH_EXACT
DRUG_000924,twosides,CID000003562,5095,HIGH_EXACT
DRUG_000925,drugbank,DB01160,23321,HIGH_EXACT
DRUG_000926,drugbank,DB01161,20859,HIGH_EXACT
DRUG_000927,drugbank,DB01162,37798,HIGH_EXACT
DRUG_000927,twosides,CID000005401,37798,HIGH_EXACT
DRUG_000928,drugbank,DB01164,1667640,HIGH_EXACT
DRUG_000929,drugbank,DB01166,21107,HIGH_EXACT
DRUG_000930,drugbank,DB01167,28031,HIGH_EXACT
DRUG_000930,twosides,CID000003793,28031,HIGH_EXACT
DRUG_000931,drugbank,DB01168,8702,HIGH_EXACT
DRUG_000932,drugbank,DB01169,18330,HIGH_EXACT
DRUG_000933,drugbank,DB01170,5036,HIGH_EXACT
DRUG_000934,drugbank,DB01171,30121,HIGH_EXACT
DRUG_000935,drugbank,DB01172,1727573,HIGH_EXACT
DRUG_000935,twosides,CID000000815,,UNRESOLVED
DRUG_000936,drugbank,DB01173,7715,HIGH_EXACT
DRUG_000936,twosides,CID000004601,7715,HIGH_EXACT
DRUG_000937,drugbank,DB01174,8134,HIGH_EXACT
DRUG_000938,drugbank,DB01176,2977,HIGH_EXACT
DRUG_000939,drugbank,DB01177,5650,HIGH_EXACT
DRUG_000940,drugbank,DB01178,2373,HIGH_EXACT
DRUG_000941,drugbank,DB01179,8463,HIGH_EXACT
DRUG_000942,drugbank,DB01180,9259,HIGH_EXACT
DRUG_000943,drugbank,DB01181,5657,HIGH_EXACT
DRUG_000943,twosides,CID000003690,5657,HIGH_EXACT
DRUG_000944,drugbank,DB01182,8754,HIGH_EXACT
DRUG_000944,twosides,CID000004932,8754,HIGH_EXACT
DRUG_000945,drugbank,DB01183,7242,HIGH_EXACT
DRUG_000945,twosides,CID000004425,7242,HIGH_EXACT
DRUG_000946,drugbank,DB01184,3626,HIGH_EXACT
DRUG_000947,drugbank,DB01185,4494,HIGH_EXACT
DRUG_000948,drugbank,DB01186,8047,HIGH_EXACT
DRUG_000948,twosides,CID000004745,8047,HIGH_EXACT
DRUG_000949,drugbank,DB01188,21090,HIGH_EXACT
DRUG_000949,twosides,CID000002749,21090,HIGH_EXACT
DRUG_000950,drugbank,DB01189,27340,HIGH_EXACT
DRUG_000950,twosides,CID000042113,27340,HIGH_EXACT
DRUG_000951,drugbank,DB01190,2582,HIGH_EXACT
DRUG_000951,twosides,CID000002786,2582,HIGH_EXACT
DRUG_000952,drugbank,DB01191,3268,HIGH_EXACT
DRUG_000953,drugbank,DB01192,7814,HIGH_EXACT
DRUG_000954,drugbank,DB01193,149,HIGH_EXACT
DRUG_000954,twosides,CID000001978,149,HIGH_EXACT
DRUG_000955,drugbank,DB01194,194881,HIGH_EXACT
DRUG_000955,twosides,CID000068844,194881,HIGH_EXACT
DRUG_000956,drugbank,DB01195,4441,HIGH_EXACT
DRUG_000957,drugbank,DB01196,4089,HIGH_EXACT
DRUG_000958,drugbank,DB01197,1998,HIGH_EXACT
DRUG_000958,twosides,CID000002550,1998,HIGH_EXACT
DRUG_000959,drugbank,DB01199,10917,HIGH_EXACT
DRUG_000960,drugbank,DB01200,1760,HIGH_EXACT
DRUG_000961,drugbank,DB01201,35617,HIGH_EXACT
DRUG_000962,drugbank,DB01202,114477,HIGH_EXACT
DRUG_000962,twosides,CID000059708,114477,HIGH_EXACT
DRUG_000963,drugbank,DB01203,7226,HIGH_EXACT
DRUG_000963,twosides,CID000004411,7226,HIGH_EXACT
DRUG_000964,drugbank,DB01204,7005,HIGH_EXACT
DRUG_000964,twosides,CID000004212,7005,HIGH_EXACT
DRUG_000965,drugbank,DB01205,4457,HIGH_EXACT
DRUG_000965,twosides,CID000003373,4457,HIGH_EXACT
DRUG_000966,drugbank,DB01206,6466,HIGH_EXACT
DRUG_000967,drugbank,DB01207,,UNRESOLVED
DRUG_000968,drugbank,DB01208,18469,HIGH_EXACT
DRUG_000969,drugbank,DB01209,22713,HIGH_EXACT
DRUG_000970,drugbank,DB01210,1813,HIGH_EXACT
DRUG_000970,twosides,CID000003914,1813,HIGH_EXACT
DRUG_000971,drugbank,DB01211,21212,HIGH_EXACT
DRUG_000971,twosides,CID000054688,21212,HIGH_EXACT
DRUG_000972,drugbank,DB01212,2193,HIGH_EXACT
DRUG_000973,drugbank,DB01213,15226,HIGH_EXACT
DRUG_000974,drugbank,DB01214,10824,HIGH_EXACT
DRUG_000975,drugbank,DB01215,4077,HIGH_EXACT
DRUG_000975,twosides,CID000003261,4077,HIGH_EXACT
DRUG_000976,drugbank,DB01216,25025,HIGH_EXACT
DRUG_000976,twosides,CID000003350,25025,HIGH_EXACT
DRUG_000977,drugbank,DB01217,84857,HIGH_EXACT
DRUG_000977,twosides,CID000002187,84857,HIGH_EXACT
DRUG_000978,drugbank,DB01218,50749,HIGH_EXACT
DRUG_000979,drugbank,DB01219,3105,HIGH_EXACT
DRUG_000980,drugbank,DB01220,35619,HIGH_EXACT
DRUG_000980,twosides,CID006436173,35619,HIGH_EXACT
DRUG_000981,drugbank,DB01221,6130,HIGH_EXACT
DRUG_000981,twosides,CID000003821,6130,HIGH_EXACT
DRUG_000982,drugbank,DB01222,19831,HIGH_EXACT
DRUG_000982,twosides,CID000002462,19831,HIGH_EXACT
DRUG_000983,drugbank,DB01223,689,HIGH_EXACT
DRUG_000983,twosides,CID000009433,689,HIGH_EXACT
DRUG_000984,drugbank,DB01224,51272,HIGH_EXACT
DRUG_000984,twosides,CID000005002,51272,HIGH_EXACT
DRUG_000985,drugbank,DB01226,30077,HIGH_EXACT
DRUG_000986,drugbank,DB01227,237005,HIGH_EXACT
DRUG_000987,drugbank,DB01228,42368,HIGH_EXACT
DRUG_000988,drugbank,DB01229,486610,HIGH_EXACT
DRUG_000988,twosides,CID000004666,,UNRESOLVED
DRUG_000989,drugbank,DB01232,83395,HIGH_EXACT
DRUG_000989,twosides,CID000060787,83395,HIGH_EXACT
DRUG_000990,drugbank,DB01233,6915,HIGH_EXACT
DRUG_000990,twosides,CID000004168,6915,HIGH_EXACT
DRUG_000991,drugbank,DB01235,6375,HIGH_EXACT
DRUG_000992,drugbank,DB01236,36453,HIGH_EXACT
DRUG_000992,twosides,CID000005206,36453,HIGH_EXACT
DRUG_000993,drugbank,DB01238,89013,HIGH_EXACT
DRUG_000993,twosides,CID000060795,89013,HIGH_EXACT
DRUG_000994,drugbank,DB01239,2406,HIGH_EXACT
DRUG_000995,drugbank,DB01240,8814,HIGH_EXACT
DRUG_000995,twosides,CID000000159,8814,HIGH_EXACT
DRUG_000996,drugbank,DB01241,4719,HIGH_EXACT
DRUG_000996,twosides,CID000003463,4719,HIGH_EXACT
DRUG_000997,drugbank,DB01242,2597,HIGH_EXACT
DRUG_000997,twosides,CID000002801,2597,HIGH_EXACT
DRUG_000998,drugbank,DB01243,20875,HIGH_EXACT
DRUG_000999,drugbank,DB01244,1436,HIGH_EXACT
DRUG_001000,drugbank,DB01245,,UNRESOLVED
DRUG_001001,drugbank,DB01246,10825,HIGH_EXACT
DRUG_001002,drugbank,DB01247,6011,HIGH_EXACT
DRUG_001003,drugbank,DB01248,1299922,HIGH_EXACT
DRUG_001003,twosides,CID000003143,,UNRESOLVED
DRUG_001004,drugbank,DB01249,27729,HIGH_EXACT
DRUG_001004,twosides,CID000003724,27729,HIGH_EXACT
DRUG_001005,drugbank,DB01250,32385,HIGH_EXACT
DRUG_001006,drugbank,DB01251,25793,HIGH_EXACT
DRUG_001007,drugbank,DB01252,,UNRESOLVED
DRUG_001008,drugbank,DB01253,4021,HIGH_EXACT
DRUG_001009,drugbank,DB01254,1546019,HIGH_EXACT
DRUG_001009,twosides,CID003062316,475342,HIGH_EXACT
DRUG_001010,drugbank,DB01255,700810,HIGH_EXACT
DRUG_001011,drugbank,DB01256,642274,HIGH_EXACT
DRUG_001012,drugbank,DB01259,480167,HIGH_EXACT
DRUG_001013,drugbank,DB01260,3254,HIGH_EXACT
DRUG_001013,twosides,CID000012536,3254,HIGH_EXACT
DRUG_001014,drugbank,DB01261,593411,HIGH_EXACT
DRUG_001015,drugbank,DB01262,15657,HIGH_EXACT
DRUG_001016,drugbank,DB01263,282446,HIGH_EXACT
DRUG_001016,twosides,CID000147912,282446,HIGH_EXACT
DRUG_001017,drugbank,DB01264,460132,HIGH_EXACT
DRUG_001017,twosides,CID000213039,460132,HIGH_EXACT
DRUG_001018,drugbank,DB01267,679314,HIGH_EXACT
DRUG_001018,twosides,CID000115237,679314,HIGH_EXACT
DRUG_001019,drugbank,DB01268,357977,HIGH_EXACT
DRUG_001019,twosides,CID005329102,357977,HIGH_EXACT
DRUG_001020,drugbank,DB01273,591622,HIGH_EXACT
DRUG_001020,twosides,CID000170361,591622,HIGH_EXACT
DRUG_001021,drugbank,DB01275,5470,HIGH_EXACT
DRUG_001021,twosides,CID000003637,5470,HIGH_EXACT
DRUG_001022,drugbank,DB01280,274771,HIGH_EXACT
DRUG_001023,drugbank,DB01282,,UNRESOLVED
DRUG_001024,drugbank,DB01283,,UNRESOLVED
DRUG_001025,drugbank,DB01284,2890,HIGH_EXACT
DRUG_001026,drugbank,DB01288,4333,HIGH_EXACT
DRUG_001027,drugbank,DB01289,,UNRESOLVED
DRUG_001028,drugbank,DB01291,33767,HIGH_EXACT
DRUG_001028,twosides,CID000004845,33767,HIGH_EXACT
DRUG_001029,drugbank,DB01294,19478,HIGH_EXACT
DRUG_001030,drugbank,DB01295,,UNRESOLVED
DRUG_001031,drugbank,DB01296,4845,HIGH_EXACT
DRUG_001032,drugbank,DB01297,8620,HIGH_EXACT
DRUG_001033,drugbank,DB01298,78902,HIGH_EXACT
DRUG_001034,drugbank,DB01299,10173,HIGH_EXACT
DRUG_001035,drugbank,DB01301,9462,HIGH_EXACT
DRUG_001036,drugbank,DB01303,20976,HIGH_EXACT
DRUG_001037,drugbank,DB01319,358262,HIGH_EXACT
DRUG_001037,twosides,CID000131536,358262,HIGH_EXACT
DRUG_001038,drugbank,DB01320,72236,HIGH_EXACT
DRUG_001038,twosides,CID000056339,72236,HIGH_EXACT
DRUG_001039,drugbank,DB01321,6084,HIGH_EXACT
DRUG_001040,drugbank,DB01324,8565,HIGH_EXACT
DRUG_001041,drugbank,DB01325,59743,HIGH_EXACT
DRUG_001042,drugbank,DB01326,2178,HIGH_EXACT
DRUG_001043,drugbank,DB01327,2180,HIGH_EXACT
DRUG_001044,drugbank,DB01328,2183,HIGH_EXACT
DRUG_001045,drugbank,DB01329,2184,HIGH_EXACT
DRUG_001046,drugbank,DB01330,2187,HIGH_EXACT
DRUG_001047,drugbank,DB01331,2189,HIGH_EXACT
DRUG_001048,drugbank,DB01332,2192,HIGH_EXACT
DRUG_001049,drugbank,DB01333,2239,HIGH_EXACT
DRUG_001049,twosides,CID000002673,2239,HIGH_EXACT
DRUG_001050,drugbank,DB01336,29950,HIGH_EXACT
DRUG_001051,drugbank,DB01337,7883,HIGH_EXACT
DRUG_001051,twosides,CID000004675,7883,HIGH_EXACT
DRUG_001052,drugbank,DB01338,33742,HIGH_EXACT
DRUG_001053,drugbank,DB01339,1546399,HIGH_EXACT
DRUG_001053,twosides,CID000039765,71535,HIGH_EXACT
DRUG_001054,drugbank,DB01340,21102,HIGH_EXACT
DRUG_001055,drugbank,DB01345,1318915,HIGH_EXACT
DRUG_001056,drugbank,DB01348,36908,HIGH_EXACT
DRUG_001057,drugbank,DB01349,,UNRESOLVED
DRUG_001058,drugbank,DB01351,719,HIGH_EXACT
DRUG_001059,drugbank,DB01353,19874,HIGH_EXACT
DRUG_001060,drugbank,DB01355,,UNRESOLVED
DRUG_001061,drugbank,DB01356,1546265,HIGH_EXACT
DRUG_001062,drugbank,DB01357,6782,HIGH_EXACT
DRUG_001063,drugbank,DB01359,7973,HIGH_EXACT
DRUG_001064,drugbank,DB01362,5956,HIGH_EXACT
DRUG_001064,twosides,CID000003730,5956,HIGH_EXACT
DRUG_001065,drugbank,DB01364,3966,HIGH_EXACT
DRUG_001066,drugbank,DB01365,6756,HIGH_EXACT
DRUG_001067,drugbank,DB01366,34530,HIGH_EXACT
DRUG_001068,drugbank,DB01367,134748,HIGH_EXACT
DRUG_001068,twosides,CID000122316,134748,HIGH_EXACT
DRUG_001069,drugbank,DB01369,229367,HIGH_EXACT
DRUG_001070,drugbank,DB01370,1311504,HIGH_EXACT
DRUG_001071,drugbank,DB01377,6582,HIGH_EXACT
DRUG_001072,drugbank,DB01378,1426853,HIGH_EXACT
DRUG_001073,drugbank,DB01380,21655,HIGH_EXACT
DRUG_001074,drugbank,DB01384,,UNRESOLVED
DRUG_001075,drugbank,DB01390,36676,HIGH_EXACT
DRUG_001075,twosides,CID000008953,36676,HIGH_EXACT
DRUG_001076,drugbank,DB01392,220982,HIGH_EXACT
DRUG_001077,drugbank,DB01393,1525,HIGH_EXACT
DRUG_001078,drugbank,DB01394,2683,HIGH_EXACT
DRUG_001079,drugbank,DB01395,11636,HIGH_EXACT
DRUG_001080,drugbank,DB01396,3403,HIGH_EXACT
DRUG_001081,drugbank,DB01397,52364,HIGH_EXACT
DRUG_001082,drugbank,DB01399,36108,HIGH_EXACT
DRUG_001083,drugbank,DB01400,7315,HIGH_EXACT
DRUG_001084,drugbank,DB01401,215799,HIGH_EXACT
DRUG_001085,drugbank,DB01403,6852,HIGH_EXACT
DRUG_001086,drugbank,DB01406,3102,HIGH_EXACT
DRUG_001086,twosides,CID000002949,3102,HIGH_EXACT
DRUG_001087,drugbank,DB01407,2580,HIGH_EXACT
DRUG_001088,drugbank,DB01408,18751,HIGH_EXACT
DRUG_001089,drugbank,DB01409,69120,HIGH_EXACT
DRUG_001089,twosides,CID000060831,69120,HIGH_EXACT
DRUG_001090,drugbank,DB01410,274964,HIGH_EXACT
DRUG_001090,twosides,CID000444033,274964,HIGH_EXACT
DRUG_001091,drugbank,DB01411,,UNRESOLVED
DRUG_001092,drugbank,DB01412,10437,HIGH_EXACT
DRUG_001093,drugbank,DB01413,20481,HIGH_EXACT
DRUG_001093,twosides,CID000002622,20481,HIGH_EXACT
DRUG_001094,drugbank,DB01414,,UNRESOLVED
DRUG_001095,drugbank,DB01415,20492,HIGH_EXACT
DRUG_001096,drugbank,DB01416,20489,HIGH_EXACT
DRUG_001096,twosides,CID000054547,20489,HIGH_EXACT
DRUG_001097,drugbank,DB01418,154,HIGH_EXACT
DRUG_001098,drugbank,DB01420,10382,HIGH_EXACT
DRUG_001099,drugbank,DB01421,7934,HIGH_EXACT
DRUG_001100,drugbank,DB01422,,UNRESOLVED
DRUG_001101,drugbank,DB01423,,UNRESOLVED
DRUG_001102,drugbank,DB01424,695,HIGH_EXACT
DRUG_001103,drugbank,DB01426,423,HIGH_EXACT
DRUG_001104,drugbank,DB01427,738,HIGH_EXACT
DRUG_001105,drugbank,DB01429,,UNRESOLVED
DRUG_001106,drugbank,DB01431,525,HIGH_EXACT
DRUG_001107,drugbank,DB01433,6814,HIGH_EXACT
DRUG_001108,drugbank,DB01435,1001,HIGH_EXACT
DRUG_001109,drugbank,DB01436,12062,HIGH_EXACT
DRUG_001110,drugbank,DB01437,4903,HIGH_EXACT
DRUG_001111,drugbank,DB01438,8120,HIGH_EXACT
DRUG_001112,drugbank,DB01440,1546380,HIGH_EXACT
DRUG_001113,drugbank,DB01452,3304,HIGH_EXACT
DRUG_001114,drugbank,DB01463,,UNRESOLVED
DRUG_001115,drugbank,DB01466,4166,HIGH_EXACT
DRUG_001116,drugbank,DB01489,,UNRESOLVED
DRUG_001117,drugbank,DB01501,23024,HIGH_EXACT
DRUG_001118,drugbank,DB01511,,UNRESOLVED
DRUG_001119,drugbank,DB01544,4460,HIGH_EXACT
DRUG_001120,drugbank,DB01545,24524,HIGH_EXACT
DRUG_001121,drugbank,DB01551,23088,HIGH_EXACT
DRUG_001122,drugbank,DB01553,,UNRESOLVED
DRUG_001123,drugbank,DB01558,1749,HIGH_EXACT
DRUG_001124,drugbank,DB01559,2622,HIGH_EXACT
DRUG_001125,drugbank,DB01563,2344,HIGH_EXACT
DRUG_001126,drugbank,DB01567,,UNRESOLVED
DRUG_001127,drugbank,DB01575,104100,HIGH_EXACT
DRUG_001128,drugbank,DB01577,6816,HIGH_EXACT
DRUG_001128,twosides,CID000001206,6816,HIGH_EXACT
DRUG_001129,drugbank,DB01578,,UNRESOLVED
DRUG_001130,drugbank,DB01579,33272,HIGH_EXACT
DRUG_001131,drugbank,DB01580,7801,HIGH_EXACT
DRUG_001132,drugbank,DB01581,10176,HIGH_EXACT
DRUG_001133,drugbank,DB01582,10178,HIGH_EXACT
DRUG_001134,drugbank,DB01583,,UNRESOLVED
DRUG_001135,drugbank,DB01586,11065,HIGH_EXACT
DRUG_001136,drugbank,DB06777,2323,HIGH_EXACT
DRUG_001137,twosides,CID000005645,,UNRESOLVED
DRUG_001138,drugbank,DB01587,28181,HIGH_EXACT
DRUG_001139,drugbank,DB01588,8627,HIGH_EXACT
DRUG_001140,drugbank,DB01589,35185,HIGH_EXACT
DRUG_001140,twosides,CID000004999,35185,HIGH_EXACT
DRUG_001141,drugbank,DB01590,141704,HIGH_EXACT
DRUG_001142,drugbank,DB01591,322167,HIGH_EXACT
DRUG_001142,twosides,CID000154059,322167,HIGH_EXACT
DRUG_001143,drugbank,DB01592,262150,HIGH_EXACT
DRUG_001144,drugbank,DB01595,7440,HIGH_EXACT
DRUG_001144,twosides,CID000004506,7440,HIGH_EXACT
DRUG_001145,drugbank,DB01597,2540,HIGH_EXACT
DRUG_001146,drugbank,DB01598,1545986,HIGH_EXACT
DRUG_001147,drugbank,DB01599,8699,HIGH_EXACT
DRUG_001148,drugbank,DB01600,38253,HIGH_EXACT
DRUG_001149,drugbank,DB01601,195088,HIGH_EXACT
DRUG_001150,drugbank,DB01602,18687,HIGH_EXACT
DRUG_001151,drugbank,DB01603,2181306,HIGH_EXACT
DRUG_001152,drugbank,DB01604,8372,HIGH_EXACT
DRUG_001153,drugbank,DB01605,627,HIGH_EXACT
DRUG_001154,drugbank,DB01606,37617,HIGH_EXACT
DRUG_001155,drugbank,DB01607,10591,HIGH_EXACT
DRUG_001156,drugbank,DB01608,8766,HIGH_EXACT
DRUG_001157,drugbank,DB01609,614373,HIGH_EXACT
DRUG_001158,drugbank,DB01610,275891,HIGH_EXACT
DRUG_001158,twosides,CID000064147,275891,HIGH_EXACT
DRUG_001159,drugbank,DB01611,5521,HIGH_EXACT
DRUG_001159,twosides,CID000003652,5521,HIGH_EXACT
DRUG_001160,drugbank,DB01612,742,HIGH_EXACT
DRUG_001161,drugbank,DB01613,4040,HIGH_EXACT
DRUG_001162,drugbank,DB01614,155,HIGH_EXACT
DRUG_001163,drugbank,DB01615,,UNRESOLVED
DRUG_001164,drugbank,DB01618,7019,HIGH_EXACT
DRUG_001165,drugbank,DB01619,33283,HIGH_EXACT
DRUG_001166,drugbank,DB01620,8132,HIGH_EXACT
DRUG_001167,drugbank,DB01621,8348,HIGH_EXACT
DRUG_001168,drugbank,DB01622,10498,HIGH_EXACT
DRUG_001169,drugbank,DB01623,10510,HIGH_EXACT
DRUG_001169,twosides,CID000005454,10510,HIGH_EXACT
DRUG_001170,drugbank,DB01624,114176,HIGH_EXACT
DRUG_001171,drugbank,DB01626,7930,HIGH_EXACT
DRUG_001172,drugbank,DB01627,6398,HIGH_EXACT
DRUG_001172,twosides,CID000003928,6398,HIGH_EXACT
DRUG_001173,drugbank,DB01628,307296,HIGH_EXACT
DRUG_001174,drugbank,DB01656,1091836,HIGH_EXACT
DRUG_001175,drugbank,DB01685,,UNRESOLVED
DRUG_001176,drugbank,DB01708,3143,HIGH_EXACT
DRUG_001177,drugbank,DB01764,229369,HIGH_EXACT
DRUG_001178,drugbank,DB01878,18997,HIGH_EXACT
DRUG_001179,drugbank,DB02187,,UNRESOLVED
DRUG_001180,drugbank,DB02300,29365,HIGH_EXACT
DRUG_001180,twosides,CID000002522,29365,HIGH_EXACT
DRUG_001181,drugbank,DB02513,10553,HIGH_EXACT
DRUG_001182,drugbank,DB02546,194337,HIGH_EXACT
DRUG_001183,drugbank,DB02638,57048,HIGH_EXACT
DRUG_001184,drugbank,DB02659,1440856,HIGH_EXACT
DRUG_001185,drugbank,DB02701,7405,HIGH_EXACT
DRUG_001186,drugbank,DB02703,113608,HIGH_EXACT
DRUG_001187,drugbank,DB02709,1000492,HIGH_EXACT
DRUG_001188,drugbank,DB02959,94,HIGH_EXACT
DRUG_001189,drugbank,DB03128,194,HIGH_EXACT
DRUG_001190,drugbank,DB03585,7816,HIGH_EXACT
DRUG_001191,drugbank,DB03615,,UNRESOLVED
DRUG_001192,drugbank,DB03619,3194,HIGH_EXACT
DRUG_001193,drugbank,DB03754,10865,HIGH_EXACT
DRUG_001194,drugbank,DB03756,1006469,HIGH_EXACT
DRUG_001195,drugbank,DB03793,18989,HIGH_EXACT
DRUG_001196,drugbank,DB03796,1370621,HIGH_EXACT
DRUG_001197,drugbank,DB04272,114200,HIGH_EXACT
DRUG_001198,drugbank,DB04339,2023,HIGH_EXACT
DRUG_001199,drugbank,DB04398,114202,HIGH_EXACT
DRUG_001200,drugbank,DB04552,7418,HIGH_EXACT
DRUG_001201,drugbank,DB04570,7069,HIGH_EXACT
DRUG_001202,drugbank,DB04571,10844,HIGH_EXACT
DRUG_001203,drugbank,DB04572,10473,HIGH_EXACT
DRUG_001203,twosides,CID000005453,10473,HIGH_EXACT
DRUG_001204,drugbank,DB04573,4094,HIGH_EXACT
DRUG_001205,drugbank,DB04574,,UNRESOLVED
DRUG_001206,drugbank,DB04575,9066,HIGH_EXACT
DRUG_001207,drugbank,DB04576,,UNRESOLVED
DRUG_001208,drugbank,DB04711,5936,HIGH_EXACT
DRUG_001209,drugbank,DB04743,53694,HIGH_EXACT
DRUG_001210,drugbank,DB04786,10256,HIGH_EXACT
DRUG_001211,drugbank,DB04794,19295,HIGH_EXACT
DRUG_001212,drugbank,DB04835,620216,HIGH_EXACT
DRUG_001213,drugbank,DB04839,22054,HIGH_EXACT
DRUG_001214,drugbank,DB04840,3118,HIGH_EXACT
DRUG_001215,drugbank,DB04841,4459,HIGH_EXACT
DRUG_001216,drugbank,DB04842,4507,HIGH_EXACT
DRUG_001217,drugbank,DB04844,10390,HIGH_EXACT
DRUG_001218,drugbank,DB04845,337523,HIGH_EXACT
DRUG_001219,drugbank,DB04846,20498,HIGH_EXACT
DRUG_001220,drugbank,DB04854,73689,HIGH_EXACT
DRUG_001221,drugbank,DB04855,233698,HIGH_EXACT
DRUG_001222,drugbank,DB04861,31555,HIGH_EXACT
DRUG_001223,drugbank,DB04865,27100,HIGH_EXACT
DRUG_001224,drugbank,DB04868,662281,HIGH_EXACT
DRUG_001225,drugbank,DB04871,1300701,HIGH_EXACT
DRUG_001226,drugbank,DB04876,596554,HIGH_EXACT
DRUG_001227,drugbank,DB04878,,UNRESOLVED
DRUG_001228,drugbank,DB04894,,UNRESOLVED
DRUG_001229,drugbank,DB04896,588250,HIGH_EXACT
DRUG_001230,drugbank,DB04898,,UNRESOLVED
DRUG_001231,drugbank,DB04908,1665509,HIGH_EXACT
DRUG_001232,drugbank,DB04911,1547611,HIGH_EXACT
DRUG_001233,drugbank,DB04918,2691333,HIGH_EXACT
DRUG_001234,drugbank,DB04920,233603,HIGH_EXACT
DRUG_001235,drugbank,DB04930,33199,HIGH_EXACT
DRUG_001236,drugbank,DB04938,1370971,HIGH_EXACT
DRUG_001237,drugbank,DB04946,73178,HIGH_EXACT
DRUG_001238,drugbank,DB04948,28863,HIGH_EXACT
DRUG_001239,drugbank,DB04951,1592254,HIGH_EXACT
DRUG_001240,drugbank,DB04953,1112990,HIGH_EXACT
DRUG_001241,drugbank,DB04967,,UNRESOLVED
DRUG_001242,drugbank,DB05015,1543543,HIGH_EXACT
DRUG_001243,drugbank,DB05039,1114326,HIGH_EXACT
DRUG_001244,drugbank,DB05109,1716278,HIGH_EXACT
DRUG_001245,drugbank,DB05219,1865953,HIGH_EXACT
DRUG_001246,drugbank,DB05239,1722365,HIGH_EXACT
DRUG_001247,drugbank,DB05245,9793,HIGH_EXACT
DRUG_001248,drugbank,DB05246,47858,HIGH_EXACT
DRUG_001249,drugbank,DB05260,25544,HIGH_EXACT
DRUG_001250,drugbank,DB05265,,UNRESOLVED
DRUG_001251,drugbank,DB05266,,UNRESOLVED
DRUG_001252,drugbank,DB05271,616739,HIGH_EXACT
DRUG_001252,twosides,CID000057537,616739,HIGH_EXACT
DRUG_001253,drugbank,DB05294,1098413,HIGH_EXACT
DRUG_001254,drugbank,DB05316,1791685,HIGH_EXACT
DRUG_001255,drugbank,DB05381,5333,HIGH_EXACT
DRUG_001256,drugbank,DB05521,1102261,HIGH_EXACT
DRUG_001257,drugbank,DB05528,1367839,HIGH_EXACT
DRUG_001258,drugbank,DB05541,1739745,HIGH_EXACT
DRUG_001259,drugbank,DB05630,8010,HIGH_EXACT
DRUG_001260,drugbank,DB05676,1492727,HIGH_EXACT
DRUG_001261,drugbank,DB05812,1100072,HIGH_EXACT
DRUG_001262,drugbank,DB05990,1798288,HIGH_EXACT
DRUG_001263,drugbank,DB06016,1667655,HIGH_EXACT
DRUG_001264,drugbank,DB06144,41996,HIGH_EXACT
DRUG_001265,drugbank,DB06145,9991,HIGH_EXACT
DRUG_001266,drugbank,DB06147,10193,HIGH_EXACT
DRUG_001267,drugbank,DB06148,6929,HIGH_EXACT
DRUG_001268,drugbank,DB06150,10172,HIGH_EXACT
DRUG_001269,drugbank,DB06152,7595,HIGH_EXACT
DRUG_001270,drugbank,DB06153,8373,HIGH_EXACT
DRUG_001271,drugbank,DB06154,7992,HIGH_EXACT
DRUG_001272,drugbank,DB06155,,UNRESOLVED
DRUG_001273,drugbank,DB06176,877510,HIGH_EXACT
DRUG_001274,drugbank,DB06193,,UNRESOLVED
DRUG_001275,drugbank,DB06196,1148138,HIGH_EXACT
DRUG_001276,drugbank,DB06201,69036,HIGH_EXACT
DRUG_001277,drugbank,DB06202,,UNRESOLVED
DRUG_001278,drugbank,DB06203,1368001,HIGH_EXACT
DRUG_001279,drugbank,DB06204,787390,HIGH_EXACT
DRUG_001280,drugbank,DB06206,1726988,HIGH_EXACT
DRUG_001281,drugbank,DB06207,720825,HIGH_EXACT
DRUG_001282,drugbank,DB06209,613391,HIGH_EXACT
DRUG_001283,drugbank,DB06210,711942,HIGH_EXACT
DRUG_001284,drugbank,DB06211,119771,HIGH_EXACT
DRUG_001285,drugbank,DB06212,358257,HIGH_EXACT
DRUG_001286,drugbank,DB06213,1546015,HIGH_EXACT
DRUG_001287,drugbank,DB06216,784649,HIGH_EXACT
DRUG_001288,drugbank,DB06217,,UNRESOLVED
DRUG_001289,drugbank,DB06218,623400,HIGH_EXACT
DRUG_001290,drugbank,DB06228,1114195,HIGH_EXACT
DRUG_001291,drugbank,DB06237,1291301,HIGH_EXACT
DRUG_001292,drugbank,DB06243,569,HIGH_EXACT
DRUG_001293,drugbank,DB06261,1426872,HIGH_EXACT
DRUG_001294,drugbank,DB06262,1489913,HIGH_EXACT
DRUG_001295,drugbank,DB06263,,UNRESOLVED
DRUG_001296,drugbank,DB06264,10639,HIGH_EXACT
DRUG_001297,drugbank,DB06267,,UNRESOLVED
DRUG_001298,drugbank,DB06268,,UNRESOLVED
DRUG_001299,drugbank,DB06274,1516803,HIGH_EXACT
